2024-10-24 21:30:58,386 INFO    StreamThr :2394707 [internal.py:wandb_internal():86] W&B internal server running at pid: 2394707, started at: 2024-10-24 21:30:58.384990
2024-10-24 21:30:58,387 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: status
2024-10-24 21:30:58,388 INFO    WriterThread:2394707 [datastore.py:open_for_write():87] open: ./wandb/offline-run-20241024_213058-10-20-attn=tk-repo=2-n=768-model=gpt2-small-pin=F-sync-F-v3/run-10-20-attn=tk-repo=2-n=768-model=gpt2-small-pin=F-sync-F-v3.wandb
2024-10-24 21:30:58,441 DEBUG   HandlerThread:2394707 [handler.py:handle_request():146] handle_request: run_start
2024-10-24 21:30:58,495 DEBUG   HandlerThread:2394707 [system_info.py:__init__():27] System info init
2024-10-24 21:30:58,495 DEBUG   HandlerThread:2394707 [system_info.py:__init__():42] System info init done
2024-10-24 21:30:58,495 INFO    HandlerThread:2394707 [system_monitor.py:start():194] Starting system monitor
2024-10-24 21:30:58,495 INFO    SystemMonitor:2394707 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-24 21:30:58,495 INFO    HandlerThread:2394707 [system_monitor.py:probe():214] Collecting system info
2024-10-24 21:30:58,497 INFO    SystemMonitor:2394707 [interfaces.py:start():190] Started cpu monitoring
2024-10-24 21:30:58,499 INFO    SystemMonitor:2394707 [interfaces.py:start():190] Started disk monitoring
2024-10-24 21:30:58,500 INFO    SystemMonitor:2394707 [interfaces.py:start():190] Started gpu monitoring
2024-10-24 21:30:58,501 INFO    SystemMonitor:2394707 [interfaces.py:start():190] Started memory monitoring
2024-10-24 21:30:58,502 INFO    SystemMonitor:2394707 [interfaces.py:start():190] Started network monitoring
2024-10-24 21:30:58,546 DEBUG   HandlerThread:2394707 [system_info.py:probe():151] Probing system
2024-10-24 21:30:58,549 DEBUG   HandlerThread:2394707 [system_info.py:_probe_git():136] Probing git
2024-10-24 21:30:58,560 DEBUG   HandlerThread:2394707 [system_info.py:_probe_git():144] Probing git done
2024-10-24 21:30:58,560 DEBUG   HandlerThread:2394707 [system_info.py:probe():199] Probing system done
